"question","varname","hscp_name","0","1"
"q40c","Physical disability","Highland",90.9,9.1
"q40c","Physical disability","Inverclyde",89.7,10.3
"q40c","Physical disability","Midlothian",91.5,8.5
"q40c","Physical disability","Moray",91.4,8.6
"q40c","Physical disability","North Ayrshire",88.8,11.2
"q40c","Physical disability","Orkney Islands",89.4,10.6
"q40c","Physical disability","Renfrewshire",89.5,10.5
"q40c","Physical disability","Scottish Borders",91.2,8.8
"q40c","Physical disability","Shetland Islands",91.8,8.2
"q40c","Physical disability","South Ayrshire",90.9,9.1
"q40c","Physical disability","South Lanarkshire",90.3,9.7
"q40c","Physical disability","West Dunbartonshire",88.3,11.7
"q40c","Physical disability","West Lothian",89.9,10.1
"q40c","Physical disability","Western Isles",92,8
"q40c","Physical disability","Fife",90,10
"q40c","Physical disability","Perth and Kinross",92.1,7.9
"q40c","Physical disability","Glasgow City",89.2,10.8
"q40c","Physical disability","North Lanarkshire",88.5,11.5
"q40d","Chronic pain lasting at least 3 months","Aberdeen City",87,13
"q40d","Chronic pain lasting at least 3 months","Aberdeenshire",86.6,13.4
"q40d","Chronic pain lasting at least 3 months","Angus",84,16
"q40d","Chronic pain lasting at least 3 months","Argyll and Bute",83.9,16.1
"q40d","Chronic pain lasting at least 3 months","Clackmannanshire and Stirling",84.8,15.2
"q40d","Chronic pain lasting at least 3 months","Dumfries and Galloway",82.6,17.4
"q40d","Chronic pain lasting at least 3 months","Dundee City",81.7,18.3
"q40d","Chronic pain lasting at least 3 months","East Ayrshire",79.9,20.1
"q40d","Chronic pain lasting at least 3 months","East Dunbartonshire",87.1,12.9
"q40d","Chronic pain lasting at least 3 months","East Lothian",86.1,13.9
"q40d","Chronic pain lasting at least 3 months","East Renfrewshire",86.4,13.6
"q40d","Chronic pain lasting at least 3 months","Edinburgh",87.1,12.9
"q40d","Chronic pain lasting at least 3 months","Falkirk",82,18
"q40d","Chronic pain lasting at least 3 months","Highland",85.2,14.8
"q40d","Chronic pain lasting at least 3 months","Inverclyde",83.2,16.8
"q40d","Chronic pain lasting at least 3 months","Midlothian",83.2,16.8
"q40d","Chronic pain lasting at least 3 months","Moray",83.9,16.1
"q40d","Chronic pain lasting at least 3 months","North Ayrshire",81.3,18.7
"q40d","Chronic pain lasting at least 3 months","Orkney Islands",85.5,14.5
"q40d","Chronic pain lasting at least 3 months","Renfrewshire",81.5,18.5
"q40d","Chronic pain lasting at least 3 months","Scottish Borders",85.9,14.1
"q40d","Chronic pain lasting at least 3 months","Shetland Islands",87.9,12.1
"q40d","Chronic pain lasting at least 3 months","South Ayrshire",82.7,17.3
"q40d","Chronic pain lasting at least 3 months","South Lanarkshire",81.7,18.3
"q40d","Chronic pain lasting at least 3 months","West Dunbartonshire",81.7,18.3
"q40d","Chronic pain lasting at least 3 months","West Lothian",81.7,18.3
"q40d","Chronic pain lasting at least 3 months","Western Isles",87.5,12.5
"q40d","Chronic pain lasting at least 3 months","Fife",82,18
"q40d","Chronic pain lasting at least 3 months","Perth and Kinross",86.6,13.4
"q40d","Chronic pain lasting at least 3 months","Glasgow City",81.9,18.1
"q40d","Chronic pain lasting at least 3 months","North Lanarkshire",79.3,20.7
"q40e","Mental health condition","Aberdeen City",90.1,9.9
"q40e","Mental health condition","Aberdeenshire",91.7,8.3
"q40e","Mental health condition","Angus",90.3,9.7
"q40e","Mental health condition","Argyll and Bute",91.7,8.3
"q40e","Mental health condition","Clackmannanshire and Stirling",90.3,9.7
"q40e","Mental health condition","Dumfries and Galloway",90.9,9.1
"q40e","Mental health condition","Dundee City",86,14
"q40e","Mental health condition","East Ayrshire",88.4,11.6
"q40e","Mental health condition","East Dunbartonshire",90.7,9.3
"q40e","Mental health condition","East Lothian",89.2,10.8
"q40e","Mental health condition","East Renfrewshire",90.5,9.5
"q40e","Mental health condition","Edinburgh",87.7,12.3
"q40e","Mental health condition","Falkirk",87.8,12.2
"q40e","Mental health condition","Highland",91.3,8.7
"q40e","Mental health condition","Inverclyde",87.7,12.3
"q40e","Mental health condition","Midlothian",89,11
"q40e","Mental health condition","Moray",91.1,8.9
"q40e","Mental health condition","North Ayrshire",87.9,12.1
"q40e","Mental health condition","Orkney Islands",89.7,10.3
"q40e","Mental health condition","Renfrewshire",87.9,12.1
"q40e","Mental health condition","Scottish Borders",90.8,9.2
"q40e","Mental health condition","Shetland Islands",90.7,9.3
"q40e","Mental health condition","South Ayrshire",90.7,9.3
"q40e","Mental health condition","South Lanarkshire",89.2,10.8
"q40e","Mental health condition","West Dunbartonshire",88.7,11.3
"q40e","Mental health condition","West Lothian",87,13
"q40e","Mental health condition","Western Isles",93.2,6.8
"q40e","Mental health condition","Fife",87.9,12.1
"q40e","Mental health condition","Perth and Kinross",91,9
"q40e","Mental health condition","Glasgow City",85.1,14.9
"q40e","Mental health condition","North Lanarkshire",87.6,12.4
"q40f","Learning disability","Aberdeen City",98.1,1.9
"q40f","Learning disability","Aberdeenshire",98.6,1.4
"q40f","Learning disability","Angus",98.4,1.6
"q40f","Learning disability","Argyll and Bute",98.7,1.3
"q40f","Learning disability","Clackmannanshire and Stirling",98.3,1.7
"q40f","Learning disability","Dumfries and Galloway",98.5,1.5
"q40f","Learning disability","Dundee City",97.7,2.3
"q40f","Learning disability","East Ayrshire",97.9,2.1
"q40f","Learning disability","East Dunbartonshire",98.6,1.4
"q40f","Learning disability","East Lothian",98.9,1.1
"q40f","Learning disability","East Renfrewshire",98.7,1.3
"q40f","Learning disability","Edinburgh",98.1,1.9
"q40f","Learning disability","Falkirk",98.6,1.4
"q40f","Learning disability","Highland",98.6,1.4
"q40f","Learning disability","Inverclyde",98.2,1.8
"q40f","Learning disability","Midlothian",98.8,1.2
"q40f","Learning disability","Moray",98.6,1.4
"q40f","Learning disability","North Ayrshire",98.3,1.7
"q40f","Learning disability","Orkney Islands",99.4,0.6
"q40f","Learning disability","Renfrewshire",98.2,1.8
"q40f","Learning disability","Scottish Borders",98.2,1.8
"q40f","Learning disability","Shetland Islands",98.7,1.3
"q40f","Learning disability","South Ayrshire",98.6,1.4
"q40f","Learning disability","South Lanarkshire",98.4,1.6
"q40f","Learning disability","West Dunbartonshire",98.8,1.2
"q40f","Learning disability","West Lothian",98.1,1.9
"q40f","Learning disability","Western Isles",98.5,1.5
"q40f","Learning disability","Fife",98.6,1.4
"q40f","Learning disability","Perth and Kinross",98.8,1.2
"q40f","Learning disability","Glasgow City",97.8,2.2
"q40f","Learning disability","North Lanarkshire",98.3,1.7
"q40g","Another long-term condition","Aberdeen City",71.2,28.8
"q40g","Another long-term condition","Aberdeenshire",71.3,28.7
"q40g","Another long-term condition","Angus",70.2,29.8
"q40g","Another long-term condition","Argyll and Bute",67.8,32.2
"q40g","Another long-term condition","Clackmannanshire and Stirling",70.4,29.6
"q40g","Another long-term condition","Dumfries and Galloway",69.3,30.7
"q40g","Another long-term condition","Dundee City",68.8,31.2
"q40g","Another long-term condition","East Ayrshire",67.9,32.1
"q40g","Another long-term condition","East Dunbartonshire",72,28
"q40g","Another long-term condition","East Lothian",70.7,29.3
"q40g","Another long-term condition","East Renfrewshire",71,29
"q40g","Another long-term condition","Edinburgh",73.6,26.4
"q40g","Another long-term condition","Falkirk",71.2,28.8
"q40g","Another long-term condition","Highland",69.4,30.6
"q40g","Another long-term condition","Inverclyde",68.2,31.8
"q40g","Another long-term condition","Midlothian",70.4,29.6
"q40g","Another long-term condition","Moray",69.5,30.5
"q40g","Another long-term condition","North Ayrshire",65.2,34.8
"q40g","Another long-term condition","Orkney Islands",71.1,28.9
"q40g","Another long-term condition","Renfrewshire",70.5,29.5
"q40g","Another long-term condition","Scottish Borders",72.8,27.2
"q40g","Another long-term condition","Shetland Islands",70.6,29.4
"q40g","Another long-term condition","South Ayrshire",67.7,32.3
"q40g","Another long-term condition","South Lanarkshire",70.9,29.1
"q40g","Another long-term condition","West Dunbartonshire",70.1,29.9
"q40g","Another long-term condition","West Lothian",68.6,31.4
"q40g","Another long-term condition","Western Isles",69.6,30.4
"q40g","Another long-term condition","Fife",68.3,31.7
"q40g","Another long-term condition","Perth and Kinross",72.1,27.9
"q40g","Another long-term condition","Glasgow City",70.4,29.6
"q40g","Another long-term condition","North Lanarkshire",68.7,31.3
"q40g","Another long-term condition","Aberdeen City",71.2,28.8
"q40g","Another long-term condition","Aberdeenshire",71.3,28.7
"q40g","Another long-term condition","Angus",70.2,29.8
"q40g","Another long-term condition","Argyll and Bute",67.8,32.2
"q40g","Another long-term condition","Clackmannanshire and Stirling",70.4,29.6
"q40g","Another long-term condition","Dumfries and Galloway",69.3,30.7
"q40g","Another long-term condition","Dundee City",68.8,31.2
"q40g","Another long-term condition","East Ayrshire",67.9,32.1
"q40g","Another long-term condition","East Dunbartonshire",72,28
"q40g","Another long-term condition","East Lothian",70.7,29.3
"q40g","Another long-term condition","East Renfrewshire",71,29
"q40g","Another long-term condition","Edinburgh",73.6,26.4
"q40g","Another long-term condition","Falkirk",71.2,28.8
"q40g","Another long-term condition","Highland",69.4,30.6
"q40g","Another long-term condition","Inverclyde",68.2,31.8
"q40g","Another long-term condition","Midlothian",70.4,29.6
"q40g","Another long-term condition","Moray",69.5,30.5
"q40g","Another long-term condition","North Ayrshire",65.2,34.8
"q40g","Another long-term condition","Orkney Islands",71.1,28.9
"q40g","Another long-term condition","Renfrewshire",70.5,29.5
"q40g","Another long-term condition","Scottish Borders",72.8,27.2
"q40g","Another long-term condition","Shetland Islands",70.6,29.4
"q40g","Another long-term condition","South Ayrshire",67.7,32.3
"q40g","Another long-term condition","South Lanarkshire",70.9,29.1
"q40g","Another long-term condition","West Dunbartonshire",70.1,29.9
"q40g","Another long-term condition","West Lothian",68.6,31.4
"q40g","Another long-term condition","Western Isles",69.6,30.4
"q40g","Another long-term condition","Fife",68.3,31.7
"q40g","Another long-term condition","Perth and Kinross",72.1,27.9
"q40g","Another long-term condition","Glasgow City",70.4,29.6
"q40g","Another long-term condition","North Lanarkshire",68.7,31.3
"q40i","None of the above","Aberdeen City",48.1,51.9
"q40i","None of the above","Aberdeenshire",48.4,51.6
"q40i","None of the above","Angus",52.2,47.8
"q40i","None of the above","Argyll and Bute",52.8,47.2
"q40i","None of the above","Clackmannanshire and Stirling",50.9,49.1
"q40i","None of the above","Dumfries and Galloway",54.5,45.5
"q40i","None of the above","Dundee City",54.6,45.4
"q40i","None of the above","East Ayrshire",56.5,43.5
"q40i","None of the above","East Dunbartonshire",46.6,53.4
"q40i","None of the above","East Lothian",49.3,50.7
"q40i","None of the above","East Renfrewshire",48.9,51.1
"q40i","None of the above","Edinburgh",46.7,53.3
"q40i","None of the above","Falkirk",52.3,47.7
"q40i","None of the above","Highland",51.1,48.9
"q40i","None of the above","Inverclyde",55.2,44.8
"q40i","None of the above","Midlothian",51.2,48.8
"q40i","None of the above","Moray",52.2,47.8
"q40i","None of the above","North Ayrshire",56.2,43.8
"q40i","None of the above","Orkney Islands",52.9,47.1
"q40i","None of the above","Renfrewshire",53.9,46.1
"q40i","None of the above","Scottish Borders",49.9,50.1
"q40i","None of the above","Shetland Islands",50.8,49.2
"q40i","None of the above","South Ayrshire",53.5,46.5
"q40i","None of the above","South Lanarkshire",53.1,46.9
"q40i","None of the above","West Dunbartonshire",52.1,47.9
"q40i","None of the above","West Lothian",54.1,45.9
"q40i","None of the above","Western Isles",48.8,51.2
"q40i","None of the above","Fife",54.7,45.3
"q40i","None of the above","Perth and Kinross",48.5,51.5
"q40i","None of the above","Glasgow City",53.3,46.7
"q40i","None of the above","North Lanarkshire",54.9,45.1
