"question","varname","hscp_name","0","1"
"q37c","Help from Carer Centre/local organisation","Inverclyde",87.2,12.8
"q37c","Help from Carer Centre/local organisation","Midlothian",89.5,10.5
"q37c","Help from Carer Centre/local organisation","Moray",87.7,12.3
"q37c","Help from Carer Centre/local organisation","North Ayrshire",89.7,10.3
"q37c","Help from Carer Centre/local organisation","Orkney Islands",82.2,17.8
"q37c","Help from Carer Centre/local organisation","Renfrewshire",91,9
"q37c","Help from Carer Centre/local organisation","Scottish Borders",89.3,10.7
"q37c","Help from Carer Centre/local organisation","Shetland Islands",78.6,21.4
"q37c","Help from Carer Centre/local organisation","South Ayrshire",91.2,8.8
"q37c","Help from Carer Centre/local organisation","South Lanarkshire",90.7,9.3
"q37c","Help from Carer Centre/local organisation","West Dunbartonshire",85.1,14.9
"q37c","Help from Carer Centre/local organisation","West Lothian",90.7,9.3
"q37c","Help from Carer Centre/local organisation","Western Isles",88.2,11.8
"q37c","Help from Carer Centre/local organisation","Fife",89.8,10.2
"q37c","Help from Carer Centre/local organisation","Perth and Kinross",88.2,11.8
"q37c","Help from Carer Centre/local organisation","Glasgow City",90.5,9.5
"q37c","Help from Carer Centre/local organisation","North Lanarkshire",90.9,9.1
"q37d","Break(s) from caring","Aberdeen City",97.5,2.5
"q37d","Break(s) from caring","Aberdeenshire",98.2,1.8
"q37d","Break(s) from caring","Angus",98.8,1.2
"q37d","Break(s) from caring","Argyll and Bute",97.6,2.4
"q37d","Break(s) from caring","Clackmannanshire and Stirling",98.5,1.5
"q37d","Break(s) from caring","Dumfries and Galloway",97.6,2.4
"q37d","Break(s) from caring","Dundee City",98.3,1.7
"q37d","Break(s) from caring","East Ayrshire",97.5,2.5
"q37d","Break(s) from caring","East Dunbartonshire",98.4,1.6
"q37d","Break(s) from caring","East Lothian",97.2,2.8
"q37d","Break(s) from caring","East Renfrewshire",98.7,1.3
"q37d","Break(s) from caring","Edinburgh",97.5,2.5
"q37d","Break(s) from caring","Falkirk",98.7,1.3
"q37d","Break(s) from caring","Highland",98.8,1.2
"q37d","Break(s) from caring","Inverclyde",98.5,1.5
"q37d","Break(s) from caring","Midlothian",98.5,1.5
"q37d","Break(s) from caring","Moray",98.1,1.9
"q37d","Break(s) from caring","North Ayrshire",98.9,1.1
"q37d","Break(s) from caring","Orkney Islands",98.3,1.7
"q37d","Break(s) from caring","Renfrewshire",97.9,2.1
"q37d","Break(s) from caring","Scottish Borders",98,2
"q37d","Break(s) from caring","Shetland Islands",92.2,7.8
"q37d","Break(s) from caring","South Ayrshire",98.7,1.3
"q37d","Break(s) from caring","South Lanarkshire",98.7,1.3
"q37d","Break(s) from caring","West Dunbartonshire",98.1,1.9
"q37d","Break(s) from caring","West Lothian",99.3,0.7
"q37d","Break(s) from caring","Western Isles",97,3
"q37d","Break(s) from caring","Fife",98.1,1.9
"q37d","Break(s) from caring","Perth and Kinross",97,3
"q37d","Break(s) from caring","Glasgow City",98.3,1.7
"q37d","Break(s) from caring","North Lanarkshire",99,1
"q37e","Services for the person(s) you care for, to enable you to have a break","Aberdeen City",98.1,1.9
"q37e","Services for the person(s) you care for, to enable you to have a break","Aberdeenshire",98.9,1.1
"q37e","Services for the person(s) you care for, to enable you to have a break","Angus",97.3,2.7
"q37e","Services for the person(s) you care for, to enable you to have a break","Argyll and Bute",97,3
"q37e","Services for the person(s) you care for, to enable you to have a break","Clackmannanshire and Stirling",98.4,1.6
"q37e","Services for the person(s) you care for, to enable you to have a break","Dumfries and Galloway",96.6,3.4
"q37e","Services for the person(s) you care for, to enable you to have a break","Dundee City",98.5,1.5
"q37e","Services for the person(s) you care for, to enable you to have a break","East Ayrshire",98.2,1.8
"q37e","Services for the person(s) you care for, to enable you to have a break","East Dunbartonshire",98.1,1.9
"q37e","Services for the person(s) you care for, to enable you to have a break","East Lothian",98.5,1.5
"q37e","Services for the person(s) you care for, to enable you to have a break","East Renfrewshire",98.6,1.4
"q37e","Services for the person(s) you care for, to enable you to have a break","Edinburgh",97.7,2.3
"q37e","Services for the person(s) you care for, to enable you to have a break","Falkirk",97.6,2.4
"q37e","Services for the person(s) you care for, to enable you to have a break","Highland",97.7,2.3
"q37e","Services for the person(s) you care for, to enable you to have a break","Inverclyde",98.7,1.3
"q37e","Services for the person(s) you care for, to enable you to have a break","Midlothian",98.6,1.4
"q37e","Services for the person(s) you care for, to enable you to have a break","Moray",96.9,3.1
"q37e","Services for the person(s) you care for, to enable you to have a break","North Ayrshire",98.6,1.4
"q37e","Services for the person(s) you care for, to enable you to have a break","Orkney Islands",98.7,1.3
"q37e","Services for the person(s) you care for, to enable you to have a break","Renfrewshire",96.6,3.4
"q37e","Services for the person(s) you care for, to enable you to have a break","Scottish Borders",96.8,3.2
"q37e","Services for the person(s) you care for, to enable you to have a break","Shetland Islands",94.3,5.7
"q37e","Services for the person(s) you care for, to enable you to have a break","South Ayrshire",97.7,2.3
"q37e","Services for the person(s) you care for, to enable you to have a break","South Lanarkshire",97.8,2.2
"q37e","Services for the person(s) you care for, to enable you to have a break","West Dunbartonshire",96.9,3.1
"q37e","Services for the person(s) you care for, to enable you to have a break","West Lothian",98.9,1.1
"q37e","Services for the person(s) you care for, to enable you to have a break","Western Isles",96.8,3.2
"q37e","Services for the person(s) you care for, to enable you to have a break","Fife",97.8,2.2
"q37e","Services for the person(s) you care for, to enable you to have a break","Perth and Kinross",96.5,3.5
"q37e","Services for the person(s) you care for, to enable you to have a break","Glasgow City",97.9,2.1
"q37e","Services for the person(s) you care for, to enable you to have a break","North Lanarkshire",98.7,1.3
"q37f","Other support","Aberdeen City",92.7,7.3
"q37f","Other support","Aberdeenshire",91.9,8.1
"q37f","Other support","Angus",92,8
"q37f","Other support","Argyll and Bute",91.6,8.4
"q37f","Other support","Clackmannanshire and Stirling",92.6,7.4
"q37f","Other support","Dumfries and Galloway",92.5,7.5
"q37f","Other support","Dundee City",93.3,6.7
"q37f","Other support","East Ayrshire",92.4,7.6
"q37f","Other support","East Dunbartonshire",91,9
"q37f","Other support","East Lothian",92,8
"q37f","Other support","East Renfrewshire",92.7,7.3
"q37f","Other support","Edinburgh",90.3,9.7
"q37f","Other support","Falkirk",93.2,6.8
"q37f","Other support","Highland",92,8
"q37f","Other support","Inverclyde",93.3,6.7
"q37f","Other support","Midlothian",93.4,6.6
"q37f","Other support","Moray",91.1,8.9
"q37f","Other support","North Ayrshire",91.7,8.3
"q37f","Other support","Orkney Islands",89.6,10.4
"q37f","Other support","Renfrewshire",91.7,8.3
"q37f","Other support","Scottish Borders",90.6,9.4
"q37f","Other support","Shetland Islands",87.7,12.3
"q37f","Other support","South Ayrshire",92,8
"q37f","Other support","South Lanarkshire",92.4,7.6
"q37f","Other support","West Dunbartonshire",91.9,8.1
"q37f","Other support","West Lothian",93.4,6.6
"q37f","Other support","Western Isles",86,14
"q37f","Other support","Fife",93.1,6.9
"q37f","Other support","Perth and Kinross",91.6,8.4
"q37f","Other support","Glasgow City",91.7,8.3
"q37f","Other support","North Lanarkshire",95.4,4.6
"q37g","No support/help","Aberdeen City",40.2,59.8
"q37g","No support/help","Aberdeenshire",42.1,57.9
"q37g","No support/help","Angus",34.9,65.1
"q37g","No support/help","Argyll and Bute",42.3,57.7
"q37g","No support/help","Clackmannanshire and Stirling",40.6,59.4
"q37g","No support/help","Dumfries and Galloway",40.2,59.8
"q37g","No support/help","Dundee City",32.7,67.3
"q37g","No support/help","East Ayrshire",39.9,60.1
"q37g","No support/help","East Dunbartonshire",45.8,54.2
"q37g","No support/help","East Lothian",42.4,57.6
"q37g","No support/help","East Renfrewshire",40.7,59.3
"q37g","No support/help","Edinburgh",43.5,56.5
"q37g","No support/help","Falkirk",38.9,61.1
"q37g","No support/help","Highland",38.9,61.1
"q37g","No support/help","Inverclyde",43.7,56.3
"q37g","No support/help","Midlothian",41.4,58.6
"q37g","No support/help","Moray",41.6,58.4
"q37g","No support/help","North Ayrshire",38.2,61.8
"q37g","No support/help","Orkney Islands",47.5,52.5
"q37g","No support/help","Renfrewshire",40.2,59.8
"q37g","No support/help","Scottish Borders",38.8,61.2
"q37g","No support/help","Shetland Islands",52.6,47.4
"q37g","No support/help","South Ayrshire",38.5,61.5
"q37g","No support/help","South Lanarkshire",38.2,61.8
"q37g","No support/help","West Dunbartonshire",45.2,54.8
"q37g","No support/help","West Lothian",35.5,64.5
"q37g","No support/help","Western Isles",52.5,47.5
"q37g","No support/help","Fife",38.3,61.7
"q37g","No support/help","Perth and Kinross",41.4,58.6
"q37g","No support/help","Glasgow City",40.3,59.7
"q37g","No support/help","North Lanarkshire",38.3,61.7
